Year,Victim_Category,Age_Group,Sex,Type_of_Abuse,Community_Incidence_Rate,Reporting_Source,Household_Size,Prior_Social_Service_Contact,Financial_Stress_Index,Is_Physical,Is_Neglect,Severity_Score,High_Risk_Flag,Immediate_Intervention_Needed,Intergenerational_Risk_Flag,Gender_Power_Imbalance_Flag,Recidivism_Risk_Score,Ecological_Risk_Index
2023,Child,13-16 years,Female,Sexual Abuse,2.4,School,5,0,1,0,0,4.3,1,0,0,0,0.4,0.8
2023,Child,7-12 years,Female,Physical Abuse,2.4,Police,6,0,1,1,0,4.9,1,1,0,0,0.4,0.79
2023,Child,0-6 years,Female,Neglect,2.4,School,6,0,1,0,1,3.4,0,0,0,0,0.4,0.7
2023,Child,13-16 years,Female,Emotional & Psychological Abuse,2.4,Social Service,4,0,1,0,0,2.5,0,0,0,0,0.2,0.63
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,4,1,1,1,0,4.6,1,1,1,0,0.8,0.79
2023,Child,0-6 years,Female,Neglect,2.4,School,2,0,1,0,1,3.4,0,0,0,0,0.2,0.5
2023,Child,13-16 years,Female,Physical Abuse,2.4,School,4,0,1,1,0,3.8,0,0,0,0,0.2,0.69
2023,Child,7-12 years,Female,Physical Abuse,2.4,School,3,0,1,1,0,4.1,1,1,0,0,0.2,0.64
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,Social Service,3,0,1,0,0,3.0,0,0,0,0,0.2,0.58
2023,Child,7-12 years,Female,Physical Abuse,2.4,School,5,0,1,1,0,3.8,0,0,0,0,0.4,0.74
2023,Child,13-16 years,Female,Neglect,2.4,Hospital,6,0,1,0,1,4.0,1,1,0,0,0.4,0.7
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,4,0,1,1,0,4.3,1,0,0,0,0.2,0.69
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,4,0,1,1,0,4.6,1,1,0,0,0.2,0.69
2023,Child,13-16 years,Female,Physical Abuse,2.4,Police,4,0,1,1,0,5.0,1,1,0,0,0.2,0.69
2023,Child,0-6 years,Female,Neglect,2.4,Hospital,4,0,1,0,1,4.2,1,0,0,0,0.2,0.6
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,2,0,1,1,0,4.4,0,0,0,0,0.2,0.59
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Police,4,0,1,0,0,5.0,1,0,0,0,0.2,0.783
2024,Child,7-12 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,3.9,1,0,0,0,0.4,0.773
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,4,1,1,1,0,3.8,0,0,1,0,0.8,0.823
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Social Service,5,0,1,0,0,4.6,1,1,0,0,0.4,0.833
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.6,0,0,0,0,0.2,0.673
2024,Child,7-12 years,Male,Physical Abuse,2.8,School,3,0,1,1,0,4.0,1,0,0,0,0.2,0.673
2024,Child,7-12 years,Male,Sexual Abuse,2.8,School,4,0,1,0,0,4.7,1,1,0,0,0.2,0.783
2024,Child,17-18 years,Male,Sexual Abuse,2.8,Hospital,2,0,1,0,0,4.9,1,1,0,0,0.2,0.683
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Police,4,0,1,0,0,5.0,1,1,0,0,0.2,0.783
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Hospital,3,1,1,0,0,3.7,0,0,1,0,0.8,0.713
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,2,1,1,1,0,4.5,1,0,1,0,0.8,0.723
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,3,0,1,1,0,4.5,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,3,0,1,1,0,4.5,1,1,0,0,0.2,0.673
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,4,0,1,1,0,4.7,1,0,0,0,0.2,0.723
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,4,1,1,1,0,4.2,1,1,1,0,0.8,0.823
2024,Child,17-18 years,Male,Sexual Abuse,2.8,School,6,0,1,0,0,4.0,1,1,0,0,0.4,0.883
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Social Service,6,0,1,0,0,4.4,0,0,0,0,0.4,0.883
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,4.4,0,0,0,0,0.4,0.773
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,4.5,1,1,0,0,0.4,0.773
2024,Child,17-18 years,Male,Sexual Abuse,2.8,Police,2,1,1,0,0,4.9,1,1,1,0,0.8,0.783
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,3,1,1,1,0,4.6,1,1,1,0,0.8,0.773
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,4,0,1,1,0,4.9,1,0,0,0,0.2,0.723
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,5,0,1,0,0,2.8,0,0,0,0,0.4,0.713
2024,Child,0-6 years,Male,Sexual Abuse,2.8,Police,5,1,1,0,0,5.0,1,0,1,0,1.0,0.933
2024,Child,7-12 years,Male,Physical Abuse,2.8,Hospital,5,0,1,1,0,4.8,0,0,0,0,0.4,0.773
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,3,1,1,1,0,4.3,0,0,1,0,0.8,0.773
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,5,1,1,1,0,4.7,1,0,1,0,1.0,0.873
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,0,1,1,0,5.0,1,0,0,0,0.4,0.773
2024,Child,17-18 years,Male,Sexual Abuse,2.8,Hospital,2,0,1,0,0,4.7,1,0,0,0,0.2,0.683
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,6,0,1,0,0,3.0,0,0,0,0,0.4,0.763
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,5.0,1,0,0,0,0.2,0.673
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,5,0,1,1,0,3.8,0,0,0,0,0.4,0.773
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,4.4,1,1,0,0,0.4,0.773
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,5,0,1,0,0,3.2,0,0,0,0,0.4,0.713
2024,Child,7-12 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.9,1,1,0,0,0.2,0.673
2024,Child,17-18 years,Male,Physical Abuse,2.8,Hospital,4,0,1,1,0,4.5,1,1,0,0,0.2,0.723
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,6,0,1,1,0,4.0,1,1,0,0,0.4,0.823
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,5,1,1,1,0,4.3,1,0,1,0,1.0,0.873
2024,Child,7-12 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.8,1,0,0,0,0.2,0.673
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,3,1,1,1,0,4.0,1,0,1,0,0.8,0.773
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,0,1,1,0,5.0,1,1,0,0,0.4,0.773
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,6,0,1,0,0,2.8,0,0,0,0,0.4,0.763
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Social Service,5,0,1,0,0,4.5,1,0,0,0,0.4,0.833
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,2.9,0,0,0,0,0.4,0.713
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,2.9,0,0,0,0,0.4,0.713
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,2,1,1,1,0,4.1,1,0,1,0,0.8,0.723
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,3.0,0,0,0,0,0.4,0.713
2024,Child,7-12 years,Male,Physical Abuse,2.8,Hospital,2,0,1,1,0,4.8,1,1,0,0,0.2,0.623
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,5,0,1,0,0,3.0,0,0,0,0,0.4,0.713
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,6,0,1,1,0,4.5,1,1,0,0,0.4,0.823
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,5,1,1,1,0,4.9,1,1,1,0,1.0,0.873
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,4.7,1,1,0,0,0.4,0.773
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,3,0,1,1,0,4.2,1,1,0,0,0.2,0.673
2024,Child,7-12 years,Male,Physical Abuse,2.8,Hospital,2,0,1,1,0,4.9,1,1,0,0,0.2,0.623
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,5,1,1,1,0,3.9,1,1,1,0,1.0,0.873
2024,Child,17-18 years,Male,Sexual Abuse,2.8,Hospital,2,0,1,0,0,4.9,1,1,0,0,0.2,0.683
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Male,Physical Abuse,2.8,Hospital,2,0,1,1,0,5.0,0,0,0,0,0.2,0.623
2024,Child,7-12 years,Male,Physical Abuse,2.8,Police,4,0,1,1,0,4.9,1,1,0,0,0.2,0.723
2024,Child,17-18 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,3.3,0,0,0,0,0.2,0.623
2024,Child,7-12 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,0,1,1,0,5.0,0,0,0,0,0.4,0.773
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,6,0,1,0,0,3.1,0,0,0,0,0.4,0.763
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,1,1,1,0,5.0,1,1,1,0,1.0,0.873
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.673
2024,Child,17-18 years,Male,Sexual Abuse,2.8,Police,2,1,1,0,0,4.9,1,1,1,0,0.8,0.783
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,3,1,1,1,0,4.5,1,1,1,0,0.8,0.773
2024,Child,13-16 years,Male,Sexual Abuse,2.8,Hospital,3,1,1,0,0,5.0,1,0,1,0,0.8,0.833
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,3,1,1,1,0,4.0,1,1,1,0,0.8,0.773
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,0,1,1,0,5.0,1,1,0,0,0.4,0.773
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,4.1,1,0,0,0,0.2,0.623
2024,Child,0-6 years,Male,Sexual Abuse,2.8,Hospital,5,0,1,0,0,5.0,1,1,0,0,0.4,0.833
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,4.6,1,1,0,0,0.2,0.623
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,2,1,1,1,0,3.8,0,0,1,0,0.8,0.723
2024,Child,0-6 years,Male,Sexual Abuse,2.8,Police,2,1,1,0,0,5.0,1,1,1,0,0.8,0.783
2024,Child,17-18 years,Male,Physical Abuse,2.8,School,4,0,1,1,0,3.6,1,1,0,0,0.2,0.723
2024,Child,7-12 years,Male,Physical Abuse,2.8,Hospital,3,0,1,1,0,4.6,0,0,0,0,0.2,0.673
2024,Child,7-12 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,3.8,1,0,0,0,0.4,0.773
2024,Child,7-12 years,Male,Physical Abuse,2.8,Hospital,4,1,1,1,0,4.6,0,0,1,0,0.8,0.823
2024,Child,17-18 years,Male,Sexual Abuse,2.8,School,6,0,1,0,0,4.2,1,1,0,0,0.4,0.883
2024,Child,17-18 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,3.6,1,1,0,0,0.2,0.623
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,3,1,1,1,0,4.4,1,1,1,0,0.8,0.773
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,2,0,1,1,0,4.7,0,0,0,0,0.2,0.623
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,4,0,1,1,0,4.4,0,0,0,0,0.2,0.723
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,6,0,1,1,0,4.1,1,1,0,0,0.4,0.823
2024,Child,17-18 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,3.6,1,0,0,0,0.2,0.623
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,4,0,1,1,0,4.4,1,1,0,0,0.2,0.723
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,4,1,1,1,0,3.9,0,0,1,0,0.8,0.823
2024,Child,13-16 years,Male,Sexual Abuse,2.8,School,5,0,1,0,0,4.3,1,0,0,0,0.4,0.833
2024,Child,7-12 years,Male,Neglect,2.8,Police,4,0,1,0,1,3.9,0,0,0,0,0.2,0.633
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.9,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Male,Sexual Abuse,2.8,Hospital,5,0,1,0,0,5.0,0,0,0,0,0.4,0.833
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,5,0,1,1,0,3.8,0,0,0,0,0.4,0.773
2024,Child,0-6 years,Male,Neglect,2.8,Police,3,0,1,0,1,4.1,0,0,0,0,0.2,0.583
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,3.2,0,0,0,0,0.4,0.713
2024,Child,7-12 years,Male,Neglect,2.8,Social Service,4,1,1,0,1,2.9,1,1,1,0,0.8,0.733
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,6,0,1,0,0,3.1,0,0,0,0,0.4,0.763
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,5,1,1,1,0,4.0,1,1,1,0,1.0,0.873
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,6,0,1,1,0,4.0,1,1,0,0,0.4,0.823
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Social Service,5,0,1,0,0,4.4,0,0,0,0,0.4,0.833
2024,Child,7-12 years,Male,Neglect,2.8,School,3,0,1,0,1,2.8,0,0,0,0,0.2,0.583
2024,Child,17-18 years,Male,Neglect,2.8,School,4,0,1,0,1,2.5,1,1,0,0,0.2,0.633
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,2,1,1,1,0,4.6,1,1,1,0,0.8,0.723
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,3.1,0,0,0,0,0.4,0.713
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,2,1,1,1,0,4.5,1,0,1,0,0.8,0.723
2024,Child,7-12 years,Male,Neglect,2.8,Police,6,1,1,0,1,3.6,0,0,1,0,1.0,0.833
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,Social Service,6,0,1,0,0,3.2,1,1,0,0,0.4,0.763
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.9,1,1,0,0,0.2,0.673
2024,Child,7-12 years,Male,Physical Abuse,2.8,School,2,1,1,1,0,3.9,0,0,1,0,0.8,0.723
2024,Child,17-18 years,Male,Sexual Abuse,2.8,Police,2,1,1,0,0,5.0,1,1,1,0,0.8,0.783
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Social Service,6,0,1,0,0,4.5,1,1,0,0,0.4,0.883
2024,Child,7-12 years,Male,Neglect,2.8,Social Service,4,0,1,0,1,3.0,1,0,0,0,0.2,0.633
2024,Child,7-12 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.9,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,0,1,1,0,5.0,1,1,0,0,0.4,0.773
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.9,1,0,0,0,0.2,0.673
2024,Child,7-12 years,Male,Neglect,2.8,Social Service,4,1,1,0,1,2.9,0,0,1,0,0.8,0.733
2024,Child,0-6 years,Male,Sexual Abuse,2.8,School,5,0,1,0,0,4.9,1,0,0,0,0.4,0.833
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Social Service,5,0,1,0,0,4.7,1,1,0,0,0.4,0.833
2024,Child,0-6 years,Male,Neglect,2.8,School,5,1,1,0,1,3.4,1,0,1,0,1.0,0.783
2024,Child,7-12 years,Male,Neglect,2.8,Hospital,2,0,1,0,1,3.7,0,0,0,0,0.2,0.533
2024,Child,7-12 years,Male,Physical Abuse,2.8,Police,3,0,1,1,0,4.8,1,0,0,0,0.2,0.673
2024,Child,13-16 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,4.0,1,1,0,0,0.2,0.623
2024,Child,0-6 years,Male,Physical Abuse,2.8,Police,5,1,1,1,0,5.0,1,1,1,0,1.0,0.873
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,4,0,1,1,0,5.0,1,1,0,0,0.2,0.723
2024,Child,0-6 years,Male,Physical Abuse,2.8,Hospital,5,0,1,1,0,5.0,1,0,0,0,0.4,0.773
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,5,0,1,0,0,2.8,0,0,0,0,0.4,0.713
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,4.4,1,0,0,0,0.2,0.623
2024,Child,13-16 years,Male,Physical Abuse,2.8,Police,4,0,1,1,0,5.0,1,1,0,0,0.2,0.723
2024,Child,13-16 years,Male,Sexual Abuse,2.8,School,5,0,1,0,0,4.6,1,0,0,0,0.4,0.833
2024,Child,7-12 years,Male,Neglect,2.8,Police,5,0,1,0,1,3.7,0,0,0,0,0.4,0.683
2024,Child,7-12 years,Male,Physical Abuse,2.8,Hospital,3,0,1,1,0,4.9,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Male,Physical Abuse,2.8,School,2,0,1,1,0,4.6,1,1,0,0,0.2,0.623
2024,Child,0-6 years,Male,Sexual Abuse,2.8,Police,2,1,1,0,0,5.0,1,1,1,0,0.8,0.783
2024,Child,0-6 years,Male,Sexual Abuse,2.8,Police,2,1,1,0,0,5.0,1,1,1,0,0.8,0.783
2024,Child,0-6 years,Male,Emotional & Psychological Abuse,2.8,School,6,0,1,0,0,2.9,0,0,0,0,0.4,0.763
2024,Child,0-6 years,Male,Physical Abuse,2.8,Social Service,5,1,1,1,0,4.6,1,1,1,0,1.0,0.873
2024,Child,7-12 years,Male,Physical Abuse,2.8,Social Service,6,0,1,1,0,4.0,1,0,0,0,0.4,0.823
2024,Child,7-12 years,Male,Sexual Abuse,2.8,Police,4,0,1,0,0,5.0,1,1,0,0,0.2,0.783
2024,Child,7-12 years,Male,Neglect,2.8,Social Service,4,1,1,0,1,3.1,1,0,1,0,0.8,0.733
2024,Child,13-16 years,Female,Physical Abuse,2.8,Social Service,2,0,1,1,0,4.1,1,1,0,0,0.2,0.623
2024,Child,0-6 years,Female,Physical Abuse,2.8,Police,5,0,1,1,0,5.0,1,0,0,0,0.4,0.773
2024,Child,13-16 years,Female,Emotional & Psychological Abuse,2.8,Social Service,2,1,1,0,0,2.4,0,0,1,0,0.8,0.663
2024,Child,7-12 years,Female,Physical Abuse,2.8,Hospital,6,0,1,1,0,4.8,1,1,0,0,0.4,0.823
2024,Child,13-16 years,Female,Sexual Abuse,2.8,Hospital,4,0,1,0,0,5.0,1,1,0,0,0.2,0.783
2024,Child,13-16 years,Female,Neglect,2.8,Social Service,5,0,1,0,1,3.2,1,1,0,0,0.4,0.683
2024,Child,0-6 years,Female,Physical Abuse,2.8,School,3,0,1,1,0,4.3,0,0,0,0,0.2,0.673
2024,Child,0-6 years,Female,Emotional & Psychological Abuse,2.8,Social Service,2,1,1,0,0,2.9,0,0,1,0,0.8,0.663
2024,Child,13-16 years,Female,Physical Abuse,2.8,Social Service,6,1,1,1,0,3.9,1,0,1,0,1.0,0.923
2024,Child,17-18 years,Female,Neglect,2.8,School,2,0,1,0,1,2.6,1,0,0,0,0.2,0.533
2024,Child,7-12 years,Female,Neglect,2.8,Hospital,3,0,1,0,1,3.9,1,1,0,0,0.2,0.583
2024,Child,13-16 years,Female,Neglect,2.8,Social Service,4,0,1,0,1,2.9,0,0,0,0,0.2,0.633
2024,Child,7-12 years,Female,Physical Abuse,2.8,Social Service,4,0,1,1,0,4.0,1,1,0,0,0.2,0.723
2024,Child,7-12 years,Female,Sexual Abuse,2.8,School,4,0,1,0,0,4.6,1,1,0,0,0.2,0.783
2024,Child,0-6 years,Female,Physical Abuse,2.8,School,6,0,1,1,0,4.6,1,0,0,0,0.4,0.823
2024,Child,17-18 years,Female,Physical Abuse,2.8,Police,3,0,1,1,0,4.3,1,0,0,0,0.2,0.673
2024,Child,0-6 years,Female,Physical Abuse,2.8,School,6,0,1,1,0,4.5,1,1,0,0,0.4,0.823
2024,Child,7-12 years,Female,Physical Abuse,2.8,School,4,0,1,1,0,4.0,1,0,0,0,0.2,0.723
2024,Child,0-6 years,Female,Physical Abuse,2.8,Hospital,5,0,1,1,0,5.0,1,0,0,0,0.4,0.773
2024,Child,13-16 years,Female,Neglect,2.8,School,2,0,1,0,1,3.0,1,1,0,0,0.2,0.533
2024,Child,7-12 years,Female,Physical Abuse,2.8,School,4,0,1,1,0,4.1,1,1,0,0,0.2,0.723
2024,Child,13-16 years,Female,Neglect,2.8,Police,2,1,1,0,1,3.9,1,1,1,0,0.8,0.633
2024,Child,13-16 years,Female,Neglect,2.8,Hospital,2,0,1,0,1,3.9,0,0,0,0,0.2,0.533
2024,Child,13-16 years,Female,Sexual Abuse,2.8,School,5,0,1,0,0,4.6,1,1,0,0,0.4,0.833
2024,Child,0-6 years,Female,Physical Abuse,2.8,Social Service,3,0,1,1,0,4.4,0,0,0,0,0.2,0.673
2024,Child,0-6 years,Female,Emotional & Psychological Abuse,2.8,Police,3,0,1,0,0,3.8,0,0,0,0,0.2,0.613
2024,Child,0-6 years,Female,Physical Abuse,2.8,Police,2,0,1,1,0,5.0,0,0,0,0,0.2,0.623
2024,Child,0-6 years,Female,Emotional & Psychological Abuse,2.8,Police,5,0,1,0,0,3.7,0,0,0,0,0.4,0.713
2024,Child,7-12 years,Female,Neglect,2.8,Hospital,6,1,1,0,1,3.9,0,0,1,0,1.0,0.833
2024,Child,13-16 years,Female,Neglect,2.8,Hospital,5,0,1,0,1,4.0,1,1,0,0,0.4,0.683
2024,Child,7-12 years,Female,Physical Abuse,2.8,School,3,0,1,1,0,3.8,1,0,0,0,0.2,0.673
2024,Child,13-16 years,Female,Neglect,2.8,Social Service,4,0,1,0,1,3.0,0,0,0,0,0.2,0.633
2024,Child,13-16 years,Female,Physical Abuse,2.8,Police,6,0,1,1,0,4.9,1,1,0,0,0.4,0.823
2024,Child,13-16 years,Female,Neglect,2.8,School,6,0,1,0,1,2.9,0,0,0,0,0.4,0.733
2024,Child,7-12 years,Female,Emotional & Psychological Abuse,2.8,Hospital,5,1,1,0,0,3.3,0,0,1,0,1.0,0.813
2024,Child,13-16 years,Female,Sexual Abuse,2.8,Social Service,5,0,1,0,0,4.6,1,1,0,0,0.4,0.833
2024,Child,0-6 years,Female,Physical Abuse,2.8,School,3,0,1,1,0,4.5,1,1,0,0,0.2,0.673
2024,Child,7-12 years,Female,Physical Abuse,2.8,Police,4,0,1,1,0,4.7,0,0,0,0,0.2,0.723
2024,Child,7-12 years,Female,Physical Abuse,2.8,Social Service,2,0,1,1,0,3.9,1,1,0,0,0.2,0.623
2024,Child,13-16 years,Female,Physical Abuse,2.8,Social Service,3,0,1,1,0,4.1,1,1,0,0,0.2,0.673
2024,Child,13-16 years,Female,Physical Abuse,2.8,Police,4,0,1,1,0,4.8,1,1,0,0,0.2,0.723
2024,Child,7-12 years,Female,Emotional & Psychological Abuse,2.8,School,3,1,1,0,0,2.3,0,0,1,0,0.8,0.713
2024,Child,7-12 years,Female,Sexual Abuse,2.8,School,4,0,1,0,0,4.6,1,1,0,0,0.2,0.783
2024,Child,0-6 years,Female,Neglect,2.8,School,5,1,1,0,1,3.3,0,0,1,0,1.0,0.783
2024,Child,0-6 years,Female,Physical Abuse,2.8,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Female,Sexual Abuse,2.8,Social Service,6,0,1,0,0,4.9,1,0,0,0,0.4,0.883
2024,Child,0-6 years,Female,Emotional & Psychological Abuse,2.8,Social Service,4,0,1,0,0,3.2,1,1,0,0,0.2,0.663
2024,Child,7-12 years,Female,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,2.4,0,0,0,0,0.4,0.713
2024,Child,13-16 years,Female,Neglect,2.8,School,2,0,1,0,1,2.9,1,0,0,0,0.2,0.533
2024,Child,0-6 years,Female,Emotional & Psychological Abuse,2.8,Hospital,5,0,1,0,0,3.7,0,0,0,0,0.4,0.713
2024,Child,7-12 years,Female,Physical Abuse,2.8,Social Service,4,1,1,1,0,3.9,1,1,1,0,0.8,0.823
2024,Child,7-12 years,Female,Sexual Abuse,2.8,School,5,1,1,0,0,4.7,1,1,1,0,1.0,0.933
2024,Child,13-16 years,Female,Emotional & Psychological Abuse,2.8,Social Service,5,0,1,0,0,2.7,1,1,0,0,0.4,0.713
2024,Child,7-12 years,Female,Neglect,2.8,Hospital,6,1,1,0,1,3.7,1,0,1,0,1.0,0.833
2024,Child,13-16 years,Female,Physical Abuse,2.8,Hospital,4,0,1,1,0,4.8,0,0,0,0,0.2,0.723
2024,Child,13-16 years,Female,Neglect,2.8,Hospital,6,0,1,0,1,3.9,0,0,0,0,0.4,0.733
2024,Child,7-12 years,Female,Physical Abuse,2.8,School,3,0,1,1,0,4.2,1,1,0,0,0.2,0.673
2024,Child,7-12 years,Female,Emotional & Psychological Abuse,2.8,Social Service,6,0,1,0,0,2.5,0,0,0,0,0.4,0.763
2024,Child,0-6 years,Female,Neglect,2.8,School,5,0,1,0,1,3.5,0,0,0,0,0.4,0.683
2024,Child,0-6 years,Female,Physical Abuse,2.8,Police,4,1,1,1,0,5.0,0,0,1,0,0.8,0.823
2024,Child,0-6 years,Female,Physical Abuse,2.8,School,3,0,1,1,0,4.6,1,1,0,0,0.2,0.673
2024,Child,0-6 years,Female,Physical Abuse,2.8,Social Service,6,0,1,1,0,4.3,0,0,0,0,0.4,0.823
2024,Child,0-6 years,Female,Emotional & Psychological Abuse,2.8,Social Service,4,0,1,0,0,3.0,0,0,0,0,0.2,0.663
2024,Child,7-12 years,Female,Physical Abuse,2.8,Hospital,3,1,1,1,0,4.7,1,0,1,0,0.8,0.773
2024,Child,0-6 years,Female,Physical Abuse,2.8,School,6,0,1,1,0,4.6,1,1,0,0,0.4,0.823
2024,Child,13-16 years,Female,Physical Abuse,2.8,Social Service,3,1,1,1,0,3.8,1,0,1,0,0.8,0.773
2024,Child,7-12 years,Female,Neglect,2.8,Hospital,4,0,1,0,1,3.8,0,0,0,0,0.2,0.633
2024,Child,7-12 years,Female,Physical Abuse,2.8,Police,6,0,1,1,0,4.8,1,0,0,0,0.4,0.823
2024,Child,0-6 years,Female,Neglect,2.8,School,5,0,1,0,1,3.6,0,0,0,0,0.4,0.683
2024,Child,7-12 years,Female,Physical Abuse,2.8,Hospital,6,0,1,1,0,4.6,1,0,0,0,0.4,0.823
2024,Child,7-12 years,Female,Physical Abuse,2.8,School,2,1,1,1,0,4.0,1,0,1,0,0.8,0.723
